radiant_win,duration,pre_game_duration,match_id,match_seq_num,tower_status_radiant,tower_status_dire,barracks_status_radiant,barracks_status_dire,cluster,first_blood_time,game_mode,radiant_score,dire_score,player_slot,team_number,team_slot,hero_id,item_0,item_1,item_2,item_3,item_4,item_5,backpack_0,backpack_1,backpack_2,item_neutral,kills,deaths,assists,last_hits,denies,gold_per_min,xp_per_min,level,net_worth,aghanims_scepter,aghanims_shard,moonshard,hero_damage,tower_damage,hero_healing,gold_spent,isRadiant,win,lose,total_gold,total_xp,kills_per_min,kda
FALSE,2780,90,7752630924,6528265708,0,1926,0,51,274,14,22,44,38,2,0,2,25,0,0,0,0,0,0,0,0,0,0,4,5,4,110,9,275,242,14,104,0,0,0,7325,17,0,5590,TRUE,0,1,12741,11212,0.086330935,1.33
FALSE,2780,90,7752630924,6528265708,0,1926,0,51,274,14,22,44,38,3,0,3,119,40,610,180,108,36,75,44,0,0,376,3,13,24,60,5,396,558,21,16070,0,1,0,21728,1053,0,16645,TRUE,0,1,18348,25854,0.064748201,1.93
FALSE,2780,90,7752630924,6528265708,0,1926,0,51,274,14,22,44,38,4,0,4,14,50,108,119,121,692,114,0,4204,0,949,21,7,14,344,11,843,1205,28,33479,0,0,0,59881,4096,0,26765,TRUE,0,1,39059,55831,0.4532374100719424,4.38
FALSE,2780,90,7752630924,6528265708,0,1926,0,51,274,14,22,44,38,128,1,0,27,108,0,30,1,214,232,0,0,0,571,3,13,20,91,5,434,646,23,18515,0,1,0,12886,5296,0,12165,FALSE,1,0,20108,29931,0.064748201,1.64
FALSE,2780,90,7752630924,6528265708,0,1926,0,51,274,14,22,44,38,129,1,1,9,63,24,60,1466,147,65,39,356,4204,1156,4,9,15,223,0,495,669,23,18966,0,0,0,20538,2539,192,19385,FALSE,1,0,22935,30997,0.086330935,1.9
FALSE,2780,90,7752630924,6528265708,0,1926,0,51,274,14,22,44,38,130,1,2,1,145,160,63,147,108,139,0,0,0,376,11,6,7,462,12,728,1068,28,31568,0,0,0,41641,13867,0,25805,FALSE,1,0,33730,49484,0.23741007194244604,2.57
FALSE,2780,90,7752630924,6528265708,0,1926,0,51,274,14,22,44,38,131,1,3,2,127,50,108,1,116,125,0,0,0,2192,8,10,10,225,12,532,656,23,19404,0,1,0,37596,733,0,18755,FALSE,1,0,24649,30394,0.1726618705035971,1.64
FALSE,2780,90,7752630924,6528265708,0,1926,0,51,274,14,22,44,38,132,1,4,106,598,1466,50,127,119,137,0,0,0,574,10,6,14,398,4,693,871,26,26566,0,1,0,43553,4378,106,25760,FALSE,1,0,32109,40356,0.2158273381294964,3.43
FALSE,1869,90,7752630929,6528326800,1536,1975,17,63,251,157,22,13,52,0,0,0,34,60,1,259,77,214,232,23,0,0,290,3,5,6,156,4,408,420,15,10561,0,0,0,29739,0,6440,11705,TRUE,0,1,12709,13083,0.096308186,1.5
FALSE,1869,90,7752630929,6528326800,1536,1975,17,63,251,157,22,13,52,1,0,1,81,36,178,20,40,63,252,11,0,0,378,4,8,3,116,7,360,355,14,10024,0,1,0,7814,729,0,11780,TRUE,0,1,11214,11058,0.12841091492776888,0.78
FALSE,1869,90,7752630929,6528326800,1536,1975,17,63,251,157,22,13,52,2,0,2,104,36,127,1,50,40,73,11,0,0,574,2,13,3,94,11,313,339,13,7884,0,0,0,16981,0,408,7725,TRUE,0,1,9749,10559,0.064205457,0.36
FALSE,1869,90,7752630929,6528326800,1536,1975,17,63,251,157,22,13,52,3,0,3,14,40,214,59,69,36,0,0,0,0,1157,0,12,11,34,2,219,247,11,5984,0,1,0,10914,0,0,4820,TRUE,0,1,6821,7694,,0.85
FALSE,1869,90,7752630929,6528326800,1536,1975,17,63,251,157,22,13,52,4,0,4,58,36,63,23,40,218,236,349,0,0,288,3,14,1,14,5,200,253,11,5310,0,0,0,8176,0,716,5940,TRUE,0,1,6230,7880,0.096308186,0.27
FALSE,1869,90,7752630929,6528326800,1536,1975,17,63,251,157,22,13,52,128,1,0,26,1,254,214,232,39,36,218,216,0,356,10,6,20,23,0,367,453,16,10931,0,0,0,12408,286,192,8890,FALSE,1,0,11432,14110,0.32102728731942215,4.29
FALSE,1869,90,7752630929,6528326800,1536,1975,17,63,251,157,22,13,52,129,1,1,2,119,127,1,29,114,125,11,2193,0,376,12,2,18,188,7,611,663,19,18835,0,0,0,23938,1660,0,17655,FALSE,1,0,19032,20652,0.3852327447833066,10
FALSE,1869,90,7752630929,6528326800,1536,1975,17,63,251,157,22,13,52,130,1,2,7,0,218,180,1,100,0,0,0,0,298,11,1,24,56,0,421,500,16,11904,0,1,0,14439,837,0,9540,FALSE,1,0,13114,15575,0.3531300160513644,17.5
FALSE,1869,90,7752630929,6528326800,1536,1975,17,63,251,157,22,13,52,131,1,3,93,63,75,98,160,181,939,0,0,0,1076,12,3,22,169,2,632,695,20,19505,0,1,0,27674,11477,0,17235,FALSE,1,0,19686,21649,0.3852327447833066,8.5
FALSE,1869,90,7752630929,6528326800,1536,1975,17,63,251,157,22,13,52,132,1,4,74,65,267,48,1,534,77,0,34,0,376,5,1,23,170,15,559,691,20,17306,0,0,0,22330,6239,636,14160,FALSE,1,0,17412,21524,0.16051364365971107,14
TRUE,2161,90,7752630930,6528218456,1982,0,63,0,122,0,22,60,24,0,0,0,35,29,158,0,1806,0,41,0,0,0,376,3,7,23,180,3,501,637,20,16645,0,0,0,20256,5362,1026,14150,TRUE,1,0,18044,22942,0.083294771,3.25
TRUE,2161,90,7752630930,6528218456,1982,0,63,0,122,0,22,60,24,1,0,1,8,145,154,139,108,75,50,0,0,0,949,24,4,13,172,18,657,959,25,22949,0,0,0,38767,7204,4783,21100,TRUE,1,0,23662,34539,0.6663581675150394,7.4
TRUE,2161,90,7752630930,6528218456,1982,0,63,0,122,0,22,60,24,2,0,2,14,1,31,127,119,73,50,691,41,0,331,10,3,28,102,10,469,592,19,16404,0,0,0,31169,5566,0,15815,TRUE,1,0,16891,21321,0.2776492364645997,9.5
TRUE,2161,90,7752630930,6528218456,1982,0,63,0,122,0,22,60,24,3,0,3,112,1,81,36,231,0,0,0,0,0,589,8,8,28,68,0,408,603,20,14993,0,1,0,19138,3638,11937,11185,TRUE,1,0,14694,21718,0.22211938917167978,4
TRUE,2161,90,7752630930,6528218456,1982,0,63,0,122,0,22,60,24,4,0,4,16,119,1,108,48,235,0,0,0,0,574,12,3,12,246,0,596,805,23,21191,0,0,0,20017,3900,0,19475,TRUE,1,0,21465,28993,0.3331790837575197,6
TRUE,2161,90,7752630930,6528218456,1982,0,63,0,122,0,22,60,24,128,1,0,53,168,485,0,63,218,25,0,0,0,376,4,18,8,54,0,264,332,14,7055,0,0,0,12716,0,676,8045,FALSE,0,1,9508,11957,0.11105969458583989,0.63
TRUE,2161,90,7752630930,6528218456,1982,0,63,0,122,0,22,60,24,129,1,1,20,75,214,0,249,0,0,0,0,0,0,2,16,7,33,8,227,283,13,7204,0,0,0,14292,489,0,7120,FALSE,0,1,8175,10192,0.055529847292919945,0.53
TRUE,2161,90,7752630930,6528218456,1982,0,63,0,122,0,22,60,24,130,1,2,28,63,98,1,21,73,11,16,16,0,573,4,12,4,93,5,290,410,16,9309,0,0,0,9937,510,0,9530,FALSE,0,1,10444,14766,0.11105969458583989,0.62
TRUE,2161,90,7752630930,6528218456,1982,0,63,0,122,0,22,60,24,131,1,3,63,596,36,166,168,63,141,0,0,0,376,11,4,6,117,6,452,638,20,15740,0,0,0,30537,176,0,15305,FALSE,0,1,16279,22978,0.3054141601110597,3.4
TRUE,2161,90,7752630930,6528218456,1982,0,63,0,122,0,22,60,24,132,1,4,3,43,0,232,254,34,180,16,16,0,375,2,10,9,30,1,210,280,13,6639,0,0,0,9099,110,0,7325,FALSE,0,1,7563,10084,0.055529847292919945,1
FALSE,2029,90,7752630931,6528295896,0,1975,0,63,185,62,22,23,62,0,0,0,12,40,63,174,108,75,170,11,0,0,331,6,8,4,169,13,409,464,17,12794,0,1,0,30298,274,0,12835,TRUE,0,1,13831,15690,0.17742730409068505,1.11
FALSE,2029,90,7752630931,6528295896,0,1975,0,63,185,62,22,23,62,1,0,1,37,218,102,180,34,279,94,4,0,0,990,4,14,6,43,4,234,253,12,7098,0,0,0,30485,942,4771,6905,TRUE,0,1,7913,8555,0.11828486939379003,0.67
FALSE,2029,90,7752630931,6528295896,0,1975,0,63,185,62,22,23,62,2,0,2,123,180,102,254,7,42,240,34,0,0,375,2,15,14,76,1,321,365,14,8080,0,0,0,18802,220,0,7940,TRUE,0,1,10855,12343,0.059142434696895015,1
FALSE,2029,90,7752630931,6528295896,0,1975,0,63,185,62,22,23,62,3,0,3,15,596,36,170,63,116,75,244,0,0,573,7,15,7,96,3,342,462,16,10265,0,0,0,22112,0,0,10870,TRUE,0,1,11565,15623,0.20699852143913255,0.88
FALSE,2029,90,7752630931,6528295896,0,1975,0,63,185,62,22,23,62,4,0,4,74,65,36,29,77,102,259,0,0,0,331,4,11,6,101,9,350,427,16,9317,0,0,0,16394,250,0,9235,TRUE,0,1,11835,14439,0.11828486939379003,0.83
FALSE,2029,90,7752630931,6528295896,0,1975,0,63,185,62,22,23,62,128,1,0,110,267,214,119,110,137,259,0,0,0,1158,25,1,23,233,7,766,931,24,25684,0,1,0,44874,4038,4361,25140,FALSE,1,0,25903,31483,0.7392804337111877,24
FALSE,2029,90,7752630931,6528295896,0,1975,0,63,185,62,22,23,62,129,1,1,112,180,232,36,102,254,0,0,0,0,589,5,7,24,55,2,369,587,19,11694,0,0,0,10772,810,25522,9110,FALSE,1,0,12478,19850,0.14785608674223755,3.63
FALSE,2029,90,7752630931,6528295896,0,1975,0,63,185,62,22,23,62,130,1,2,71,112,21,152,50,127,73,23,36,0,355,4,5,25,134,7,487,642,20,16073,0,0,0,15642,6511,0,16780,FALSE,1,0,16468,21710,0.11828486939379003,4.83
FALSE,2029,90,7752630931,6528295896,0,1975,0,63,185,62,22,23,62,131,1,3,3,0,229,931,73,73,36,0,0,0,306,8,6,27,27,5,382,601,19,12615,0,0,0,15463,3649,0,9055,FALSE,1,0,12917,20323,0.23656973878758006,5
FALSE,2029,90,7752630931,6528295896,0,1975,0,63,185,62,22,23,62,132,1,4,93,63,174,152,116,160,36,181,0,0,378,19,4,13,163,11,653,890,23,21797,0,0,0,24409,14335,0,19215,FALSE,1,0,22082,30096,0.5618531296205026,6.4
TRUE,1608,60,7752630932,6528241919,1926,256,63,51,184,61,23,50,30,0,0,0,2,48,600,273,127,114,116,0,0,0,364,18,5,16,62,0,1370,2648,30,35285,0,1,0,48602,2286,0,30745,TRUE,1,0,36716,70966,0.6716417910447761,5.67
TRUE,1608,60,7752630932,6528241919,1926,256,63,51,184,61,23,50,30,1,0,1,11,277,116,610,40,48,1,0,0,0,573,9,6,19,122,12,1305,1877,28,29572,1,0,0,28506,7410,0,26625,TRUE,1,0,34974,50303,0.33582089552238803,4
TRUE,1608,60,7752630932,6528241919,1926,256,63,51,184,61,23,50,30,2,0,2,114,116,158,1097,168,50,208,0,0,0,571,16,5,13,53,2,1234,2029,28,31824,0,0,0,38249,6762,0,33695,TRUE,1,0,33071,54377,0.5970149253731343,4.83
TRUE,1608,60,7752630932,6528241919,1926,256,63,51,184,61,23,50,30,3,0,3,99,125,235,50,116,114,108,0,0,0,364,4,8,21,124,5,1110,1572,26,29921,0,1,0,41454,2480,0,23305,TRUE,1,0,29748,42129,0.14925373134328357,2.78
TRUE,1608,60,7752630932,6528241919,1926,256,63,51,184,61,23,50,30,4,0,4,50,42,610,231,242,232,256,0,44,0,675,2,6,30,25,0,858,1945,28,23364,0,0,0,6922,2157,18518,21215,TRUE,1,0,22994,52126,0.074626866,4.57
TRUE,1608,60,7752630932,6528241919,1926,256,63,51,184,61,23,50,30,128,1,0,74,73,48,65,108,235,92,0,0,0,1160,5,4,13,45,0,1124,2189,29,30523,0,1,0,27312,925,0,16775,FALSE,0,1,30123,58665,0.18656716417910446,3.6
TRUE,1608,60,7752630932,6528241919,1926,256,63,51,184,61,23,50,30,129,1,1,86,231,254,176,473,256,273,349,0,0,585,5,9,18,42,1,1126,2271,29,28548,1,1,0,32238,0,1164,27775,FALSE,0,1,30176,60862,0.18656716417910446,2.3
TRUE,1608,60,7752630932,6528241919,1926,256,63,51,184,61,23,50,30,130,1,2,54,114,143,55,151,127,50,0,0,0,298,4,11,5,82,0,853,1291,25,23195,1,0,0,37041,3239,890,22325,FALSE,0,1,22860,34598,0.14925373134328357,0.75
TRUE,1608,60,7752630932,6528241919,1926,256,63,51,184,61,23,50,30,131,1,3,30,121,249,1466,110,235,180,36,0,0,1441,16,10,9,46,0,1444,2706,30,34736,1,1,0,65437,119,1679,34750,FALSE,0,1,38699,72520,0.5970149253731343,2.27
TRUE,1608,60,7752630932,6528241919,1926,256,63,51,184,61,23,50,30,132,1,4,89,147,139,75,63,174,143,0,0,0,574,0,16,12,39,0,670,1291,25,17655,0,0,0,10132,2205,0,18880,FALSE,0,1,17956,34598,,0.71
TRUE,1229,60,7752630934,6528236994,2047,256,63,48,381,5,23,30,29,0,0,0,25,156,119,1808,168,0,116,0,0,0,949,7,8,15,77,0,1410,2595,28,28433,0,0,0,23200,6970,0,30225,TRUE,1,0,28881,53154,0.3417412530512612,2.44
TRUE,1229,60,7752630934,6528236994,2047,256,63,48,381,5,23,30,29,1,0,1,17,250,225,96,63,259,123,41,0,0,573,8,9,7,80,1,1309,2868,29,27178,0,0,0,22480,6434,0,25525,TRUE,1,0,26812,58746,0.3905614320585842,1.5
TRUE,1229,60,7752630934,6528236994,2047,256,63,48,381,5,23,30,29,2,0,2,98,273,121,692,137,108,180,0,0,0,297,8,4,9,109,2,1365,2209,27,28008,0,0,0,23925,3407,0,24895,TRUE,1,0,27959,45247,0.3905614320585842,3.4
TRUE,1229,60,7752630934,6528236994,2047,256,63,48,381,5,23,30,29,3,0,3,38,90,108,73,1,180,119,0,0,0,2190,2,3,5,135,0,1029,1955,26,20436,0,1,0,10651,5518,0,20410,TRUE,1,0,21077,40044,0.097640358,1.75
TRUE,1229,60,7752630934,6528236994,2047,256,63,48,381,5,23,30,29,4,0,4,64,273,231,100,108,77,0,0,0,0,950,5,5,9,54,0,1066,1895,26,22346,0,1,0,11123,3808,1050,22280,TRUE,1,0,21835,38815,0.2441008950366151,2.33
TRUE,1229,60,7752630934,6528236994,2047,256,63,48,381,5,23,30,29,128,1,0,136,36,143,50,108,116,252,125,0,0,574,7,9,4,93,1,981,1955,26,20439,0,1,0,23036,0,519,19455,FALSE,0,1,20094,40044,0.3417412530512612,1.1
TRUE,1229,60,7752630934,6528236994,2047,256,63,48,381,5,23,30,29,129,1,1,39,180,178,108,218,0,273,0,0,0,376,3,3,5,73,2,703,1619,24,13527,0,1,0,11508,0,0,14545,FALSE,0,1,14399,33162,0.14646053702196907,2
TRUE,1229,60,7752630934,6528236994,2047,256,63,48,381,5,23,30,29,130,1,2,71,50,277,11,36,73,1808,0,0,0,2193,2,5,12,49,9,691,1512,23,14611,0,1,0,10640,0,0,13310,FALSE,0,1,14153,30970,0.097640358,2.33
TRUE,1229,60,7752630934,6528236994,2047,256,63,48,381,5,23,30,29,131,1,3,22,36,231,610,1802,41,277,0,0,0,361,9,6,12,82,2,1119,1850,25,22770,0,1,0,32086,0,350,22700,FALSE,0,1,22920,37894,0.43938161106590723,3
TRUE,1229,60,7752630934,6528236994,2047,256,63,48,381,5,23,30,29,132,1,4,126,249,29,100,250,40,0,0,0,0,574,7,7,7,34,1,812,1702,25,16720,0,0,0,17766,0,0,16010,FALSE,0,1,16632,34862,0.3417412530512612,1.75
TRUE,1529,60,7752630935,6528242735,1975,4,63,3,381,4,23,39,26,0,0,0,47,127,116,48,250,263,63,0,41,0,376,11,7,10,64,10,1131,1556,26,28362,0,1,0,32249,4117,0,25315,TRUE,1,0,28821,39652,0.4316546762589928,2.63
TRUE,1529,60,7752630935,6528242735,1975,4,63,3,381,4,23,39,26,1,0,1,28,939,1,116,156,63,247,0,0,0,573,7,4,13,194,8,1483,2389,29,37183,1,1,1,20827,6194,0,35295,TRUE,1,0,37791,60879,0.27468933943754087,4
TRUE,1529,60,7752630935,6528242735,1975,4,63,3,381,4,23,39,26,2,0,2,32,29,174,143,135,139,108,362,0,0,2096,4,5,15,67,6,998,1933,27,26163,0,1,0,17133,7537,0,21610,TRUE,1,0,25432,49259,0.15696533682145192,3.17
TRUE,1529,60,7752630935,6528242735,1975,4,63,3,381,4,23,39,26,3,0,3,129,116,137,600,168,50,114,0,0,0,571,12,5,13,141,8,1495,2126,28,36783,0,1,0,34198,4144,0,32205,TRUE,1,0,38097,54177,0.47089601046435575,4.17
TRUE,1529,60,7752630935,6528242735,1975,4,63,3,381,4,23,39,26,4,0,4,62,229,102,231,242,235,30,43,188,0,825,5,5,17,70,1,1360,2048,28,36034,1,1,0,16021,2934,4898,26215,TRUE,1,0,34657,52189,0.1962066710268149,3.67
TRUE,1529,60,7752630935,6528242735,1975,4,63,3,381,4,23,39,26,128,1,0,14,226,116,176,114,1,48,0,0,0,1160,10,11,13,73,1,1237,1915,27,29820,1,0,0,25254,493,0,31505,FALSE,0,1,31522,48800,0.3924133420536298,1.92
TRUE,1529,60,7752630935,6528242735,1975,4,63,3,381,4,23,39,26,129,1,1,34,1,0,20,0,178,119,0,0,0,376,1,6,5,57,0,479,1028,22,12214,0,0,0,7014,0,1927,8830,FALSE,0,1,12206,26196,0.039241334,0.86
TRUE,1529,60,7752630935,6528242735,1975,4,63,3,381,4,23,39,26,130,1,2,41,116,36,172,63,139,154,0,0,0,1156,2,9,4,163,4,856,1709,27,21128,0,0,0,9488,801,0,18940,FALSE,0,1,21813,43551,0.078482668,0.6
TRUE,1529,60,7752630935,6528242735,1975,4,63,3,381,4,23,39,26,131,1,3,76,116,63,1806,263,96,55,0,0,0,361,8,8,6,116,3,1130,1530,26,28461,0,0,1,30957,437,0,30630,FALSE,0,1,28796,38989,0.31393067364290383,1.56
TRUE,1529,60,7752630935,6528242735,1975,4,63,3,381,4,23,39,26,132,1,4,64,1466,40,48,235,110,108,0,825,0,290,4,5,18,54,2,1025,1981,28,23034,0,0,0,29813,1807,0,25495,FALSE,0,1,26120,50482,0.15696533682145192,3.67
TRUE,1308,60,7752630936,6528213236,1847,388,63,51,181,58,23,42,28,0,0,0,74,96,218,108,534,220,36,188,0,0,589,9,7,17,30,2,1273,2148,27,23354,0,0,0,19123,7223,237,19195,TRUE,1,0,27751,46826,0.4128440366972477,3.25
TRUE,1308,60,7752630936,6528213236,1847,388,63,51,181,58,23,42,28,1,0,1,110,119,267,137,273,235,48,0,0,0,331,10,2,19,114,9,1639,2778,29,35821,1,1,0,52333,3493,1655,34055,TRUE,1,0,35730,60560,0.4587155963302752,9.67
TRUE,1308,60,7752630936,6528213236,1847,388,63,51,181,58,23,42,28,2,0,2,70,135,145,156,1,50,116,52,0,0,825,7,8,13,98,3,1240,1923,26,27097,0,1,0,33059,3217,0,26730,TRUE,1,0,27032,41921,0.3211009174311926,2.22
TRUE,1308,60,7752630936,6528213236,1847,388,63,51,181,58,23,42,28,3,0,3,43,121,50,119,692,77,273,0,0,0,574,5,8,18,55,0,1210,2216,27,26683,0,1,0,36040,5123,0,21510,TRUE,1,0,26378,48308,0.2293577981651376,2.56
TRUE,1308,60,7752630936,6528213236,1847,388,63,51,181,58,23,42,28,4,0,4,62,1808,610,176,220,235,226,0,0,0,331,11,3,18,26,1,2092,2904,29,43796,1,0,0,44043,0,400,39440,TRUE,1,0,45605,63307,0.5045871559633027,7.25
TRUE,1308,60,7752630936,6528213236,1847,388,63,51,181,58,23,42,28,128,1,0,82,1,160,75,1097,108,63,0,0,0,573,7,8,0,159,5,1177,2165,27,24224,0,1,0,26359,0,0,20850,FALSE,0,1,25658,47197,0.3211009174311926,0.78
TRUE,1308,60,7752630936,6528213236,1847,388,63,51,181,58,23,42,28,129,1,1,45,204,180,254,232,21,23,0,0,0,2190,3,7,19,26,0,840,1519,24,17874,0,1,0,23666,402,2217,18615,FALSE,0,1,18312,33114,0.13761467889908258,2.75
TRUE,1308,60,7752630936,6528213236,1847,388,63,51,181,58,23,42,28,130,1,2,84,21,247,127,247,154,114,65,50,8,364,8,10,13,84,3,1261,2293,28,26392,0,0,0,31103,141,0,27550,FALSE,0,1,27489,49987,0.36697247706422015,1.91
TRUE,1308,60,7752630936,6528213236,1847,388,63,51,181,58,23,42,28,131,1,3,95,145,116,154,50,160,36,0,0,0,376,5,11,8,94,5,1011,1644,25,21653,0,1,0,22817,4258,0,21695,FALSE,0,1,22039,35839,0.2293577981651376,1.08
TRUE,1308,60,7752630936,6528213236,1847,388,63,51,181,58,23,42,28,132,1,4,86,180,232,108,40,1802,1,0,0,0,2190,4,7,12,18,0,690,1314,23,13793,0,0,0,14932,95,0,12580,FALSE,0,1,15042,28645,0.18348623853211007,2
FALSE,1779,60,7752630937,6528291456,0,1958,0,63,182,106,23,22,48,0,0,0,136,116,139,50,143,135,141,0,0,0,362,5,9,4,146,6,932,1977,29,27821,0,1,0,21044,406,566,25830,TRUE,0,1,27633,58618,0.16863406408094436,0.9
FALSE,1779,60,7752630937,6528291456,0,1958,0,63,182,106,23,22,48,1,0,1,106,166,108,273,100,190,50,0,0,0,2192,2,10,7,79,7,667,1403,26,19626,0,0,0,11038,88,0,18630,TRUE,0,1,19776,41598,0.067453626,0.82
FALSE,1779,60,7752630937,6528291456,0,1958,0,63,182,106,23,22,48,2,0,2,30,231,102,254,226,256,108,0,0,0,825,9,10,6,41,1,880,1719,28,22637,0,1,0,23053,439,192,22995,TRUE,0,1,26092,50968,0.30354131534569984,1.36
FALSE,1779,60,7752630937,6528291456,0,1958,0,63,182,106,23,22,48,3,0,3,26,254,102,40,214,108,232,0,0,0,680,1,11,6,9,0,639,1923,29,15206,0,0,0,10808,228,0,13125,TRUE,0,1,18946,57016,0.033726813,0.58
FALSE,1779,60,7752630937,6528291456,0,1958,0,63,182,106,23,22,48,4,0,4,69,1,50,116,65,127,114,0,0,0,364,4,8,8,97,2,1150,1736,28,29540,1,1,0,21995,1137,0,25945,TRUE,0,1,34097,51472,0.13490725126475547,1.33
FALSE,1779,60,7752630937,6528291456,0,1958,0,63,182,106,23,22,48,128,1,0,1,145,48,139,208,160,147,0,0,0,362,8,6,17,209,10,1472,2660,30,44191,1,1,0,31297,12592,0,36645,FALSE,1,0,43644,78869,0.26981450252951095,3.57
FALSE,1779,60,7752630937,6528291456,0,1958,0,63,182,106,23,22,48,129,1,1,5,254,0,0,214,256,114,0,0,0,2091,0,5,16,11,0,655,2034,29,19745,0,1,0,9021,3100,0,12990,FALSE,1,0,19420,60308,,2.67
FALSE,1779,60,7752630937,6528291456,0,1958,0,63,182,106,23,22,48,130,1,2,101,1466,176,610,273,48,108,0,0,0,336,13,2,20,76,1,1241,2129,29,37567,0,1,0,48405,3582,0,30450,FALSE,1,0,36795,63124,0.43844856661045534,11
FALSE,1779,60,7752630937,6528291456,0,1958,0,63,182,106,23,22,48,131,1,3,40,108,48,534,267,98,204,0,0,0,589,6,6,24,49,2,943,1992,29,27982,0,1,0,27219,1997,18,25095,FALSE,1,0,27959,59062,0.20236087689713322,4.29
FALSE,1779,60,7752630937,6528291456,0,1958,0,63,182,106,23,22,48,132,1,4,88,610,176,204,1808,231,235,0,0,0,825,21,3,13,50,5,1356,2680,30,40219,0,1,0,48599,3782,350,36750,FALSE,1,0,40205,79462,0.7082630691399663,8.5
TRUE,3016,90,7752630940,6528264657,1540,0,7,0,272,106,22,57,49,0,0,0,32,63,141,174,147,75,143,0,0,0,1159,11,10,25,171,8,513,972,27,23926,0,1,0,32729,1165,0,18735,TRUE,1,0,25786,48859,0.21883289124668434,3.27
TRUE,3016,90,7752630940,6528264657,1540,0,7,0,272,106,22,57,49,1,0,1,45,180,176,254,0,273,256,0,0,675,585,5,14,32,151,4,488,878,27,18749,0,1,0,51181,8142,6131,19300,TRUE,1,0,24530,44134,0.099469496,2.47
TRUE,3016,90,7752630940,6528264657,1540,0,7,0,272,106,22,57,49,2,0,2,80,166,174,16,48,75,16,16,0,0,1156,9,7,21,505,14,767,836,26,33506,0,0,0,44201,21522,0,33405,TRUE,1,0,38554,42022,0.17904509283819628,3.75
TRUE,3016,90,7752630940,6528264657,1540,0,7,0,272,106,22,57,49,3,0,3,2,125,50,600,116,108,127,0,0,0,362,21,11,24,228,4,622,993,28,24131,0,1,0,68328,639,0,22760,TRUE,1,0,31265,49914,0.4177718832891247,3.75
TRUE,3016,90,7752630940,6528264657,1540,0,7,0,272,106,22,57,49,4,0,4,112,534,1,180,0,110,108,0,0,0,309,10,7,29,88,4,445,839,26,18429,0,0,0,44070,3384,13551,17885,TRUE,1,0,22368,42173,0.1989389920424403,4.88
TRUE,3016,90,7752630940,6528264657,1540,0,7,0,272,106,22,57,49,128,1,0,64,232,218,254,180,40,102,36,0,0,1158,1,16,27,124,0,363,545,22,13088,0,1,0,32621,624,0,11830,FALSE,0,1,18246,27395,0.019893899,1.65
TRUE,3016,90,7752630940,6528264657,1540,0,7,0,272,106,22,57,49,129,1,1,104,50,116,112,242,127,1,11,0,0,1168,19,11,16,218,11,589,718,25,23075,0,1,0,57305,8479,1496,21595,FALSE,0,1,29607,36091,0.3779840848806366,2.92
TRUE,3016,90,7752630940,6528264657,1540,0,7,0,272,106,22,57,49,130,1,2,8,1,208,147,108,50,135,0,0,0,1156,14,7,14,419,9,678,997,28,27497,0,0,0,59520,6044,16802,27620,FALSE,0,1,34080,50115,0.27851458885941643,3.5
TRUE,3016,90,7752630940,6528264657,1540,0,7,0,272,106,22,57,49,131,1,3,14,267,1,254,40,232,214,0,0,0,336,8,14,24,61,1,419,650,24,18233,1,1,0,21863,412,5837,18945,FALSE,0,1,21061,32673,0.15915119363395225,2.13
TRUE,3016,90,7752630940,6528264657,1540,0,7,0,272,106,22,57,49,132,1,4,99,11,610,121,108,141,48,0,0,0,376,7,9,16,316,2,581,829,26,25281,0,1,0,86673,4418,0,25330,FALSE,0,1,29204,41671,0.13925729442970822,2.3
FALSE,1444,60,7752630941,6528276534,38,1846,15,63,202,0,23,20,35,0,0,0,88,232,77,204,48,11,37,0,0,0,1124,3,10,9,52,2,676,1177,22,16247,0,1,0,18587,236,0,16455,TRUE,0,1,16269,28326,0.12465373961218837,1.09
FALSE,1444,60,7752630941,6528276534,38,1846,15,63,202,0,23,20,35,1,0,1,86,108,1107,1,123,180,235,1076,0,0,571,5,6,8,90,4,922,1311,24,22424,0,0,0,13401,787,0,20290,TRUE,0,1,22189,31551,0.20775623268698062,1.86
FALSE,1444,60,7752630941,6528276534,38,1846,15,63,202,0,23,20,35,2,0,2,81,116,249,63,151,1,98,73,0,0,571,8,8,7,94,4,1022,2049,27,21349,0,1,0,24595,1420,0,21720,TRUE,0,1,24596,49312,0.33240997229916897,1.67
FALSE,1444,60,7752630941,6528276534,38,1846,15,63,202,0,23,20,35,3,0,3,5,123,254,102,214,108,1,4204,0,0,675,2,5,14,62,1,789,1485,25,19064,0,1,0,18045,0,0,18925,TRUE,0,1,18988,35739,0.083102493,2.67
FALSE,1444,60,7752630941,6528276534,38,1846,15,63,202,0,23,20,35,4,0,4,128,4204,0,206,0,166,231,0,0,0,288,2,6,8,18,2,513,1080,22,11040,0,0,0,4125,276,1404,12305,TRUE,0,1,12346,25992,0.083102493,1.43
FALSE,1444,60,7752630941,6528276534,38,1846,15,63,202,0,23,20,35,128,1,0,71,65,50,112,692,277,235,36,0,0,376,6,5,10,119,7,1273,1969,27,30354,1,0,0,15867,2789,0,30340,FALSE,1,0,30636,47387,0.24930747922437674,2.67
